id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,57866.0,1144268776571,1,1216807171642,21174630442,59130.0,57674.0,-1050.376765667963,-1.78282,-19316160359.49585,-1.66006,19748112.0,21000000.0,21000000.0,73738.0,-21.23236,2024-03-14T07:10:36.635Z,67.81,85554.75646,2013-07-06T00:00:00.000Z,,2024-09-01T17:33:44.222Z
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,2459.39,295997004033,2,295997004033,8063168567,2525.17,2447.2,-45.63395491716028,-1.8217,-5403104555.8688965,-1.79267,120305767.32756,120305767.32756,,4878.26,-49.3569,2021-11-10T14:24:19.604Z,0.432979,570482.67202,2015-10-20T00:00:00.000Z,"{'times': 55.79825886521986, 'currency': 'btc', 'percentage': 5579.825886521986}",2024-09-01T17:33:46.889Z
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.999286,118168765734,3,118168765734,26240202727,1.004,0.997862,-0.000716094671387113,-0.07161,-55784561.810302734,-0.04719,118228802316.484,118228802316.484,,1.32,-24.46804,2018-07-24T00:00:00.000Z,0.572521,74.55427,2015-03-02T00:00:00.000Z,,2024-09-01T17:33:41.023Z
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,516.08,75497609648,4,75497609648,589475848,535.34,514.14,-16.29561279706536,-3.06091,-2162513686.225342,-2.78459,145887575.79,145887575.79,200000000.0,717.48,-27.66425,2024-06-06T14:10:59.816Z,0.0398177,1303318.39838,2017-10-19T00:00:00.000Z,,2024-09-01T17:33:44.109Z
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,132.13,61674471342,5,77130084052,2018707590,136.29,130.35,-3.687860902567735,-2.71535,-1648600087.1511002,-2.60347,466584956.024988,583511071.799565,,259.96,-49.01522,2021-11-06T21:54:35.825Z,0.500801,26365.51963,2020-05-11T19:35:23.449Z,,2024-09-01T17:33:40.440Z
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.999423,34722413558,6,34722635718,3454128735,1.002,0.996174,-0.00049487151346872,-0.04949,-366514.03116607666,-0.00106,34716727218.3794,34716949342.2838,,1.17,-14.77015,2019-05-08T00:40:28.300Z,0.877647,13.88361,2023-03-11T08:02:13.981Z,,2024-09-01T17:33:41.729Z
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,0.552464,31092391482,7,55266805712,535160538,0.568124,0.552703,-0.011497572245169896,-2.03871,-614690462.5837975,-1.93865,56251561168.0,99987294444.0,100000000000.0,3.4,-83.67351,2018-01-07T00:00:00.000Z,0.00268621,20555.42954,2014-05-22T00:00:00.000Z,,2024-09-01T17:33:39.573Z
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,2458.15,24098290105,8,24098290105,31011967,2525.4,2446.31,-46.95485601237897,-1.87437,-450606461.0351639,-1.83555,9798013.4992758,9798013.4992758,,4829.57,-48.99024,2021-11-10T14:40:47.256Z,482.9,410.16185,2020-12-22T04:08:21.854Z,,2024-09-01T17:33:39.669Z
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.097072,14151020869,9,14151263554,371905806,0.102046,0.097192,-0.003819295138819373,-3.78557,-557603586.3357372,-3.791,145775716383.705,145778216383.705,,0.731578,-86.65089,2021-05-08T05:08:23.458Z,8.69e-05,112276.25578,2015-05-06T00:00:00.000Z,,2024-09-01T17:33:45.004Z
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.156229,13569956171,10,13570010797,376031346,0.157926,0.155883,-0.000881409191701044,-0.56101,-55812056.29564476,-0.40961,86770798706.4262,86770635455.5297,,0.231673,-32.46914,2018-01-05T00:00:00.000Z,0.00180434,8570.78598,2017-11-12T00:00:00.000Z,"{'times': 81.22599244530174, 'currency': 'usd', 'percentage': 8122.599244530174}",2024-09-01T17:33:40.879Z
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/img-ton.jpg?1724681212,5.26,13355037061,11,26928199510,266681616,5.45,5.23,-0.13860267604681553,-2.56789,-298234335.167387,-2.18434,2534937777.13504,5111278231.09115,,8.25,-36.19736,2024-06-15T00:36:51.509Z,0.519364,913.93649,2021-09-21T00:33:11.092Z,,2024-09-01T17:33:40.623Z
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.335001,11970497610,12,15111341368,218502876,0.348346,0.335736,-0.011886110863900567,-3.42651,-395079149.5006676,-3.19499,35646894561.6753,45000000000.0,45000000000.0,3.09,-89.0616,2021-09-02T06:00:10.474Z,0.01925275,1653.82042,2020-03-13T02:22:55.044Z,,2024-09-01T17:33:45.055Z
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,2898.75,10184586984,13,10184586984,49964367,2970.55,2880.81,-49.90541280171374,-1.69248,-151846986.69610786,-1.46905,3508436.90529932,3508436.90529932,,7256.02,-59.99844,2022-05-13T15:09:54.509Z,558.54,419.66214,2022-05-13T01:36:45.053Z,,2024-09-01T17:33:41.669Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,57804.0,8869744105,14,8869744105,115768340,59250.0,57625.0,-1037.3148913363839,-1.76289,-148445843.20450974,-1.64607,153304.87275447,153304.87275447,153304.87275447,73505.0,-21.0235,2024-03-14T07:10:23.403Z,3139.17,1749.27885,2019-04-02T00:00:00.000Z,,2024-09-01T17:33:41.910Z
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,21.82,8843333975,15,9716957154,213629948,22.85,21.84,-0.8630413896661757,-3.80486,-344297061.9935169,-3.7474,404934056.525975,444937043.932621,720000000.0,144.96,-84.80418,2021-11-21T14:18:56.538Z,2.8,686.41685,2020-12-31T13:15:21.540Z,,2024-09-01T17:33:43.591Z
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.336e-05,7877763178,16,13368651048,185607512,1.385e-05,1.336e-05,-3.92586270709e-07,-2.85398,-232034729.26655102,-2.86117,589260956210494.6,999982345474169.0,,8.616e-05,-84.41592,2021-10-28T03:54:55.568Z,5.6366e-11,23820939.63247,2020-11-28T11:26:25.838Z,,2024-09-01T17:33:40.055Z
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,2460.11,7198630471,17,7198630471,427643493,2524.14,2448.35,-44.479937241447715,-1.77594,-101900982.66288471,-1.3958,2921431.7421167,2921431.7421167,,4799.89,-48.4948,2021-11-09T00:00:00.000Z,82.1,2911.07394,2018-12-15T00:00:00.000Z,,2024-09-01T17:33:46.192Z
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,10.54,6420793457,18,10558779411,216139655,11.09,10.54,-0.4512951519871642,-4.10645,-257697313.6540079,-3.85862,608099971.3083414,1000000000.0,1000000000.0,52.7,-79.861,2021-05-10T00:13:57.214Z,0.148183,7061.79005,2017-11-29T00:00:00.000Z,,2024-09-01T17:33:45.525Z
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,316.55,6258768132,19,6653245212,106764248,323.94,316.16,-4.310802650733933,-1.34353,-85936314.83416462,-1.35446,19754890.5216508,21000000.0,21000000.0,3785.82,-91.58187,2017-12-20T00:00:00.000Z,76.93,314.24074,2018-12-16T00:00:00.000Z,,2024-09-01T17:33:45.134Z
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,4.11,5788377530,20,6121310726,106523644,4.26,4.12,-0.12178577405933133,-2.87718,-169509229.37878132,-2.84512,1407381842.27508,1488330973.81871,,54.98,-92.48384,2021-11-04T14:10:09.301Z,2.7,53.19825,2020-08-20T05:48:11.359Z,,2024-09-01T17:33:42.768Z
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999326,5335801097,21,5335801097,70208550,1.004,0.997016,-0.00043115719502751,-0.04313,-9906714.937937737,-0.18532,5344668653.44744,5344668653.44744,,1.22,-18.09023,2020-03-13T03:02:50.373Z,0.88196,13.20506,2023-03-11T07:50:50.514Z,,2024-09-01T17:33:45.693Z
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,5.74,5323189801,22,5666223547,526435,5.87,5.72,-0.07416018646449807,-1.27524,-52845787.89654255,-0.98299,925593004.9,985239504.0,,8.14,-29.70414,2022-02-08T17:40:10.285Z,0.799859,614.97711,2019-12-24T15:14:35.376Z,,2024-09-01T17:33:47.118Z
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,64.34,4821905533,23,5405843944,220764173,65.4,63.89,-0.7578598397561933,-1.16426,-55265254.864305496,-1.13314,74926333.2334713,84000000.0,84000000.0,410.26,-84.26632,2021-05-10T03:13:07.904Z,1.15,5518.60833,2015-01-14T00:00:00.000Z,,2024-09-01T17:33:38.283Z
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,3.93,4348637979,24,4647395264,145076937,4.07,3.91,-0.07505339940378075,-1.87337,-90827476.14893341,-2.04591,1107181322.94878,1183246170.6779,,20.44,-80.6815,2022-01-16T22:09:45.873Z,0.526762,649.54813,2020-11-04T16:09:15.137Z,,2024-09-01T17:33:38.582Z
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.67,4277250208,25,5674501667,102525298,6.07,5.67,-0.2991158522799324,-5.01393,-220236177.23951292,-4.89687,753766667.0,1000000000.0,1000000000.0,44.92,-87.33634,2021-05-03T05:25:04.822Z,1.03,452.16769,2020-09-17T01:20:38.214Z,,2024-09-01T17:33:41.286Z
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,2575.63,3993019563,26,3993019563,15418816,2641.07,2562.32,-44.6477060269076,-1.70393,-76593603.73000431,-1.88209,1548901.71801916,1548901.71801916,,4196.87,-38.60469,2024-03-13T08:29:59.938Z,2231.18,15.48543,2024-01-08T03:35:28.624Z,,2024-09-01T17:33:42.210Z
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.158681,3906151684,27,3906205083,32073341,0.164667,0.158219,-0.005288543521998729,-3.22532,-129169857.97487354,-3.20098,24589100148.0088,24589736777.2902,28704026601.0,0.207411,-23.4589,2024-08-01T00:40:47.164Z,0.00017105,92712.08393,2022-05-26T14:42:59.316Z,,2024-09-01T17:33:46.936Z
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.404962,3759936790,28,4050371267,162435069,0.422194,0.403689,-0.01338418246438078,-3.1993,-123636952.94719934,-3.18359,9282943566.203985,10000000000.0,10000000000.0,2.92,-86.03439,2021-12-27T02:08:34.307Z,0.00314376,12854.99148,2019-05-10T00:00:00.000Z,"{'times': 152.97809971066908, 'currency': 'usd', 'percentage': 15297.809971066908}",2024-09-01T17:33:38.428Z
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,7.26,3417496653,29,3802982254,48259174,7.57,7.24,-0.21617700447126698,-2.89129,-92195427.00979996,-2.62688,469300624.071087,522236632.9513,,700.65,-98.96014,2021-05-10T16:05:53.653Z,2.87,154.30008,2023-09-22T00:29:57.369Z,,2024-09-01T17:33:46.853Z
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,168.14,3103130859,30,3103130859,58121647,171.68,164.61,-2.9513804025423553,-1.725,-53023460.5168128,-1.68,18446744.0737096,18446744.0737096,,542.33,-68.93873,2018-01-09T00:00:00.000Z,0.216177,77823.85638,2015-01-14T00:00:00.000Z,,2024-09-01T17:33:38.699Z
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,7.36e-06,3097060092,31,3097060092,616271789,7.67e-06,7.27e-06,-2.00908007266e-07,-2.65641,-88990014.22696924,-2.79311,420690000000000.0,420690000000000.0,420690000000000.0,1.717e-05,-57.00723,2024-05-27T08:30:07.709Z,5.5142e-08,13283.91561,2023-04-18T02:14:41.591Z,,2024-09-01T17:33:39.080Z
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,6.19,3011035021,32,6902523655,129168749,6.52,6.17,-0.2667410591648869,-4.13238,-135567988.44512844,-4.30839,485865819.483934,1113803156.91624,,19.92,-68.87797,2023-01-26T14:25:17.390Z,3.08,101.30013,2022-12-29T21:35:14.796Z,,2024-09-01T17:33:42.264Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.16,2914530722,33,3041163362,316505245,1.21,1.13,-0.003272780398704489,-0.28235,-8090830.750002384,-0.27683,2521012371.0,2630547141.0,2630547141.0,3.45,-66.20464,2024-03-28T17:21:18.050Z,0.00816959,14188.86173,2020-03-13T02:24:18.347Z,"{'times': 12.331807153385917, 'currency': 'usd', 'percentage': 1233.1807153385917}",2024-09-01T17:33:45.922Z
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/USDE.png?1716355685,0.99866,2806844000,34,2806844000,41179210,1.002,0.996421,6.596e-05,0.00661,-28396062.339939117,-1.00154,2808683724.82367,2808683724.82367,,1.032,-3.24505,2023-12-20T15:38:34.596Z,0.965354,3.44291,2024-04-13T20:11:19.603Z,,2024-09-01T17:33:45.428Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/firstfigital.jpeg?1696529912,0.994785,2783579573,35,2783579573,2321545029,1.006,0.992884,-0.004036195223627637,-0.4041,-12245091.738094807,-0.43798,2799054880.66,2799054880.66,,1.089,-8.62977,2024-05-20T19:42:15.377Z,0.942129,5.57093,2023-08-17T21:55:41.478Z,,2024-09-01T17:33:46.683Z
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1696501482,0.090206,2662484355,36,4511368181,37120713,0.092601,0.090191,-0.001912582733217524,-2.07622,-56930434.501750946,-2.09348,29509667612.4557,50001786946.5427,50001786946.5427,0.875563,-89.66436,2018-01-03T00:00:00.000Z,0.00047612,18906.63061,2015-03-05T00:00:00.000Z,,2024-09-01T17:33:39.976Z
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,17.87,2655189927,37,3765646354,66510269,18.4,17.86,-0.39885724012172474,-2.18334,-59471668.132863045,-2.19076,148566398.688475,210700000.0,210700000.0,167.09,-89.23613,2021-05-06T18:34:22.133Z,0.615038,2824.18501,2016-07-25T00:00:00.000Z,"{'times': 38.70975122463362, 'currency': 'usd', 'percentage': 3870.9751224633624}",2024-09-01T17:33:36.306Z
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,36.28,2175588157,39,8555779095,2470244,37.15,35.95,-0.33674924704131826,-0.91978,-21072806.68566227,-0.95931,60000000.0,235957685.3,300000000.0,73.8,-50.80454,2024-03-14T00:30:12.502Z,0.580608,6153.42637,2019-01-14T00:00:00.000Z,,2024-09-01T17:33:38.793Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,1.46,2156536823,38,2641383484,43681349,1.54,1.45,-0.05808770222431403,-3.81671,-108480147.0596466,-4.78937,1484291837.38618,1818000000.0,1818000000.0,3.86,-61.91965,2024-04-01T12:34:58.342Z,0.04559639,3127.33338,2020-03-13T02:29:26.415Z,"{'times': 11.198696298491175, 'currency': 'usd', 'percentage': 1119.8696298491175}",2024-09-01T17:33:44.169Z
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.079351,2135228931,40,2379796185,4660681,0.081623,0.078786,-0.000954802265881238,-1.18896,-26284784.087271452,-1.21604,26916955469.1537,30000000000.0,,0.965407,-91.75368,2021-11-24T15:53:54.855Z,0.0121196,556.87469,2019-02-08T00:00:00.000Z,,2024-09-01T17:33:44.759Z
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1696525453,0.786295,2110280371,41,7874286998,131116676,0.808021,0.779039,-0.00798256253713048,-1.00501,42962100.0,2.07816,2679963749.63389,10000000000.0,10000000000.0,2.17,-63.68372,2024-03-27T17:46:02.608Z,0.364846,116.10487,2023-10-19T10:40:30.078Z,,2024-09-01T17:33:40.160Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.33,2101186480,42,2671863334,63042704,1.38,1.28,-0.013542857529103449,-1.00635,-21439591.2238276,-1.01005,1572824817.3898141,2000000000.0,2000000000.0,9.52,-85.93022,2021-11-26T01:03:01.536Z,0.378055,254.2962,2022-12-31T07:36:37.649Z,,2024-09-01T17:33:46.518Z
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,3.41,1989444087,43,6693020514,155021328,3.59,3.39,-0.14149111985199792,-3.98302,-80214615.61531067,-3.87574,582591698.0,1959993855.0,1959993872.0,236.84,-98.55172,2021-04-01T13:29:41.564Z,2.64,29.88053,2022-12-16T22:45:28.552Z,,2024-09-01T17:33:45.827Z
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,269.39,1974373619,44,5667438421,48701498,282.81,268.31,-10.959406254074509,-3.90915,-76917001.90483618,-3.74969,7315800.0,21000000.0,21000000.0,757.6,-64.34774,2024-03-07T18:45:36.466Z,30.83,776.1063,2023-05-14T08:57:53.732Z,,2024-09-01T17:33:44.463Z
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,4.95,1942769407,45,2634616758,91827521,5.11,4.91,-0.0649223747296439,-1.29548,-24304941.27369213,-1.23559,392459381.455492,532219654.735492,,13.53,-63.25712,2024-03-17T16:30:24.636Z,0.03665669,13466.51627,2020-06-16T13:22:25.900Z,,2024-09-01T17:33:39.711Z
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/token-logo.png?1696529819,0.585292,1917018672,46,3649563550,61986683,0.607034,0.584264,-0.018128580514132908,-3.0043,-53925468.98027158,-2.73602,3266841707.83684,6219316794.99,6219316794.99,1.54,-61.89321,2024-04-08T09:45:25.482Z,0.307978,90.38864,2023-10-18T02:50:46.942Z,,2024-09-01T17:33:37.873Z
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,123.23,1839803558,47,1972138160,194857116,130.6,122.84,-6.269192381171138,-4.841,-90705551.59788585,-4.69853,14926366.483269745,16000000.0,16000000.0,661.69,-81.30303,2021-05-18T21:19:59.514Z,26.02,375.40746,2020-11-05T09:20:11.928Z,,2024-09-01T17:33:44.622Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.498039,1740662016,48,4978826320,108621193,0.514281,0.498305,-0.011724242183435709,-2.29994,-41558045.525554895,-2.33181,3496129217.0,10000000000.0,10000000000.0,2.39,-79.1093,2024-01-12T12:29:59.231Z,0.431578,15.70273,2024-08-05T11:35:54.024Z,,2024-09-01T17:33:43.487Z
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.04827355,1735555813,49,2418791667,30276999,0.050305,0.0481992,-0.001659500891685824,-3.32345,-56184497.808995485,-3.13575,35876504721.7753,50000000000.0,50000000000.0,0.569229,-91.46218,2021-09-15T10:40:28.318Z,0.00986111,392.84275,2020-01-02T17:30:24.852Z,,2024-09-01T17:33:46.361Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.42,1729301155,50,1730370837,138330594,4.56,4.43,-0.10932287014242448,-2.41443,-40141641.048713446,-2.2686,390688369.813272,390930035.085365,,44.45,-90.00868,2022-01-17T00:34:41.497Z,1.16,282.82051,2020-03-13T02:27:44.591Z,"{'times': 43.18569876568014, 'currency': 'usd', 'percentage': 4318.569876568014}",2024-09-01T17:33:45.416Z
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.02100359,1703506219,51,1808680347,22562580,0.02189827,0.02075814,-0.000702617439605487,-3.23694,-56390749.96799779,-3.20421,80985041177.0,85985041177.0,86712634466.0,0.280991,-92.46642,2021-04-19T01:08:21.675Z,0.00191713,1004.18491,2020-03-13T02:29:59.652Z,"{'times': 1.9888427763191459, 'currency': 'eth', 'percentage': 198.88427763191459}",2024-09-01T17:33:41.436Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.38,1638773056,52,5926656807,102686112,1.43,1.38,-0.04681242006330244,-3.2816,-56175376.108161926,-3.31428,1187596466.0,4294967296.0,4294967296.0,4.84,-71.45976,2024-03-06T08:35:50.817Z,0.402159,243.78864,2022-06-18T20:54:52.178Z,,2024-09-01T17:33:38.963Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,16.65,1632043551,53,1669998913,63514243,17.36,16.49,-0.49334008486698266,-2.87759,-46748960.30721903,-2.78468,97727222.33,100000000.0,,52.62,-68.17862,2024-03-14T15:06:22.124Z,0.657401,2447.09465,2020-11-03T16:19:30.576Z,,2024-09-01T17:33:46.549Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1717.14,1597769940,54,1678608345,51446814,1761.11,1706.48,-34.334926375001714,-1.96035,-31911512.063662052,-1.95814,930550.290918776,977631.036950888,1005577.0,6292.31,-72.59357,2021-05-03T21:54:29.333Z,168.36,924.30736,2020-03-16T20:52:36.527Z,,2024-09-01T17:33:38.635Z
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,10.83,1559499573,55,3744166244,4026226,10.9,10.78,-0.01761726126924401,-0.16237,-4360893.520177841,-0.27885,144118517.10815412,346010795.0,400000000.0,14.64,-26.16146,2022-10-28T12:32:18.119Z,3.06,253.18009,2023-02-13T19:01:21.899Z,,2024-09-01T17:33:41.432Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2461.48,1491871821,56,1491871821,23834271,2519.15,2452.7,-45.432268737788036,-1.81228,-25041719.160409927,-1.65083,604999.999959841,604999.999959841,,2808.56,-12.24835,2024-08-24T16:52:46.091Z,2322.58,6.11321,2024-08-08T00:37:09.529Z,,2024-09-01T17:33:44.009Z
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.44,1441808359,57,1441808359,271585294,1.53,1.42,-0.06958713749931977,-4.60079,-70237864.14916539,-4.64522,998926392.0,998926392.0,998926392.0,4.83,-69.92862,2024-03-31T09:34:58.366Z,0.00155464,93238.8803,2023-12-13T07:13:50.873Z,,2024-09-01T17:33:45.421Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,21.12,1382439273,58,1382439273,23480826,21.85,20.92,-0.3086201529250907,-1.44035,-20099400.789405584,-1.43307,65454185.5381511,65454185.5381511,66000000.0,89.24,-76.17206,2021-11-05T04:14:42.689Z,0.298788,7016.38647,2020-01-31T06:47:36.543Z,"{'times': 27.53810032424985, 'currency': 'usd', 'percentage': 2753.810032424985}",2024-09-01T17:33:42.317Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2754.8,1365591056,59,1365591056,11037630,2822.97,2739.96,-44.61560479710306,-1.59374,-20392088.277848005,-1.47131,495201.738285079,495201.738285079,,4814.31,-42.73681,2021-12-01T08:03:50.749Z,887.26,210.71128,2022-06-18T20:55:45.957Z,,2024-09-01T17:33:39.779Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.965421,1351862826,60,1931231229,23505570,0.984044,0.964675,-0.014220813192931891,-1.45163,-20953170.910263777,-1.52629,1400001000.0,2000000000.0,2000000000.0,1.48,-34.71253,2024-06-01T03:50:55.951Z,0.0142795,6663.33136,2020-06-25T04:17:05.895Z,,2024-09-01T17:33:43.501Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.140618,1342299716,61,1516540540,28250393,0.146055,0.140406,-0.004108792708789999,-2.83901,-40182757.368247986,-2.90657,9548531509.16547,10788004319.0,10788004319.0,2.84,-95.02932,2021-02-12T07:28:45.775Z,0.052051,171.35312,2022-11-22T10:05:03.503Z,,2024-09-01T17:33:41.063Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,3.85,1291818082,62,1594418787,147487949,3.93,3.81,-0.029391269522948793,-0.75694,-9855485.287588835,-0.75714,335253695.0,413784880.0,500000000.0,20.87,-81.46459,2021-05-19T00:30:09.436Z,0.00851264,45337.02356,2019-09-28T00:00:00.000Z,"{'times': 100.40824961091705, 'currency': 'usd', 'percentage': 10040.824961091705}",2024-09-01T17:33:40.533Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2559.11,1244203798,63,1244203798,5939292,2629.67,2552.06,-46.15994299925114,-1.77179,-21084799.590182066,-1.6664,485495.574136713,485495.574136713,,4729.53,-45.83837,2024-03-27T05:26:27.333Z,2142.02,19.58775,2023-12-18T10:41:32.686Z,,2024-09-01T17:33:38.060Z
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.17,1220495440,64,1607547017,18203412,7.27,6.87,0.103923,1.46993,24191851.0,2.02222,169307945.762398,223000000.0,223000000.0,54.88,-86.79172,2021-11-12T23:08:25.301Z,0.113248,6300.4097,2020-04-18T00:19:10.902Z,,2024-09-01T17:33:46.961Z
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00012062,1169090451,65,1206459592,194786226,0.00012598,0.0001194,-4.813424810644e-06,-3.83742,-47162997.58212876,-3.87773,9690257834666.0,10000000000000.0,10000000000000.0,0.00034495,-64.87921,2024-06-05T07:25:59.137Z,8.428e-08,143646.10121,2021-07-06T01:11:20.438Z,,2024-09-01T17:33:46.230Z
