timestamp,energy_consumption,temperature
2024-06-24 15:11:31.857064,202,30.723860603033714
2024-06-24 16:11:31.857064,535,28.441254295150742
2024-06-24 17:11:31.857064,960,27.07298690153769
2024-06-24 18:11:31.857064,370,28.148492086849373
2024-06-24 19:11:31.857064,206,22.388686074188968
2024-06-24 20:11:31.857064,171,23.055518739144112
2024-06-24 21:11:31.857064,800,21.367467356092874
2024-06-24 22:11:31.857064,120,22.30487057241669
2024-06-24 23:11:31.857064,714,26.80540451907924
2024-06-25 00:11:31.857064,221,27.95531590592384
2024-06-25 01:11:31.857064,566,20.26792838717479
2024-06-25 02:11:31.857064,314,31.95196741796041
2024-06-25 03:11:31.857064,430,24.41251960015217
2024-06-25 04:11:31.857064,558,33.677540524398665
2024-06-25 05:11:31.857064,187,34.51266895420667
2024-06-25 06:11:31.857064,472,22.781883120149814
2024-06-25 07:11:31.857064,199,26.93145936148491
2024-06-25 08:11:31.857064,971,20.018477527496387
2024-06-25 09:11:31.857064,763,28.974908976836403
2024-06-25 10:11:31.857064,230,29.10959672394007
2024-06-25 11:11:31.857064,761,23.71309933405063
2024-06-25 12:11:31.857064,408,28.37619008874797
2024-06-25 13:11:31.857064,869,23.38310213665603
2024-06-25 14:11:31.857064,443,22.41238203617285
2024-06-25 15:11:31.857064,591,29.77279200203397
2024-06-25 16:11:31.857064,513,24.88888195928112
2024-06-25 17:11:31.857064,905,28.853959083284337
2024-06-25 18:11:31.857064,485,26.498701234574835
2024-06-25 19:11:31.857064,291,34.76527111104356
2024-06-25 20:11:31.857064,376,22.243709640013485
2024-06-25 21:11:31.857064,260,26.968978949537153
2024-06-25 22:11:31.857064,559,30.20684939538988
2024-06-25 23:11:31.857064,413,25.93317625819953
2024-06-26 00:11:31.857064,121,34.62049777806035
2024-06-26 01:11:31.857064,352,30.828314418904025
2024-06-26 02:11:31.857064,847,29.8547578634674
2024-06-26 03:11:31.857064,956,31.355889014168348
2024-06-26 04:11:31.857064,660,34.289729570580754
2024-06-26 05:11:31.857064,574,33.6172797947696
2024-06-26 06:11:31.857064,158,30.86427962189618
2024-06-26 07:11:31.857064,610,31.237424586519246
2024-06-26 08:11:31.857064,781,22.188831110527182
2024-06-26 09:11:31.857064,575,21.541886067389985
2024-06-26 10:11:31.857064,799,28.563567527662464
2024-06-26 11:11:31.857064,882,20.2755145541081
2024-06-26 12:11:31.857064,289,27.235345723273873
2024-06-26 13:11:31.857064,786,23.15524369878303
2024-06-26 14:11:31.857064,662,25.190248514672593
2024-06-26 15:11:31.857064,975,31.63707103689434
2024-06-26 16:11:31.857064,666,34.118562563485796
2024-06-26 17:11:31.857064,343,21.086244082195122
2024-06-26 18:11:31.857064,931,28.013633089646675
2024-06-26 19:11:31.857064,604,33.238002287294
2024-06-26 20:11:31.857064,230,21.23762801660632
2024-06-26 21:11:31.857064,584,32.36771070345251
2024-06-26 22:11:31.857064,918,25.36702026392407
2024-06-26 23:11:31.857064,746,24.83142053329003
2024-06-27 00:11:31.857064,120,34.66199579472179
2024-06-27 01:11:31.857064,940,23.012886347934412
2024-06-27 02:11:31.857064,266,30.397909112340216
2024-06-27 03:11:31.857064,373,32.321610920148
2024-06-27 04:11:31.857064,487,20.617752429189075
2024-06-27 05:11:31.857064,700,30.055781875316185
2024-06-27 06:11:31.857064,415,34.2732496153299
2024-06-27 07:11:31.857064,113,21.86329950092089
2024-06-27 08:11:31.857064,341,33.443319540275574
2024-06-27 09:11:31.857064,876,28.92164956065404
2024-06-27 10:11:31.857064,445,29.24906872793711
2024-06-27 11:11:31.857064,664,29.194162622984088
2024-06-27 12:11:31.857064,997,24.482538295059708
2024-06-27 13:11:31.857064,439,34.0280272294919
2024-06-27 14:11:31.857064,191,34.21025693946558
2024-06-27 15:11:31.857064,466,29.379569903209216
2024-06-27 16:11:31.857064,554,31.751340889124222
2024-06-27 17:11:31.857064,527,29.183869788217372
2024-06-27 18:11:31.857064,608,27.26597671361061
2024-06-27 19:11:31.857064,875,29.91230177448876
2024-06-27 20:11:31.857064,134,28.295021788879374
2024-06-27 21:11:31.857064,305,28.96213793947895
2024-06-27 22:11:31.857064,180,31.75748830128293
2024-06-27 23:11:31.857064,661,27.213557471734774
2024-06-28 00:11:31.857064,971,20.611311591387093
2024-06-28 01:11:31.857064,487,22.45999221484246
2024-06-28 02:11:31.857064,101,26.579108247343076
2024-06-28 03:11:31.857064,489,30.872398398110874
2024-06-28 04:11:31.857064,665,28.899179724652683
2024-06-28 05:11:31.857064,205,29.75441278810181
2024-06-28 06:11:31.857064,871,27.18918392864431
2024-06-28 07:11:31.857064,921,29.236130329133644
2024-06-28 08:11:31.857064,576,24.935261567219932
2024-06-28 09:11:31.857064,802,27.052738890449977
2024-06-28 10:11:31.857064,501,31.164185983924334
2024-06-28 11:11:31.857064,829,33.077491684596815
2024-06-28 12:11:31.857064,655,26.504830009345834
2024-06-28 13:11:31.857064,261,20.65492486561042
2024-06-28 14:11:31.857064,301,22.42508816220204
2024-06-28 15:11:31.857064,369,20.312917089373073
2024-06-28 16:11:31.857064,962,29.79894528855995
2024-06-28 17:11:31.857064,915,24.984719380326634
2024-06-28 18:11:31.857064,370,28.137179535790512
2024-06-28 19:11:31.857064,555,27.399152701756993
2024-06-28 20:11:31.857064,561,21.2228973432864
2024-06-28 21:11:31.857064,826,26.048920416857477
2024-06-28 22:11:31.857064,351,23.30841687383485
2024-06-28 23:11:31.857064,801,26.27599683001479
2024-06-29 00:11:31.857064,395,23.05367420513364
2024-06-29 01:11:31.857064,824,32.606786094154
2024-06-29 02:11:31.857064,819,22.612900048673804
2024-06-29 03:11:31.857064,848,34.41170827230465
2024-06-29 04:11:31.857064,437,26.23861049220411
2024-06-29 05:11:31.857064,978,32.693679380285744
2024-06-29 06:11:31.857064,152,29.431472273089177
2024-06-29 07:11:31.857064,891,31.03025447998629
2024-06-29 08:11:31.857064,316,31.515858321001705
2024-06-29 09:11:31.857064,863,27.572673228395267
2024-06-29 10:11:31.857064,287,28.149507850449325
2024-06-29 11:11:31.857064,479,27.709938017130874
2024-06-29 12:11:31.857064,592,28.82087567135119
2024-06-29 13:11:31.857064,140,20.44091668634761
2024-06-29 14:11:31.857064,256,25.93272754773523
2024-06-29 15:11:31.857064,114,29.092830703417572
2024-06-29 16:11:31.857064,912,28.965853478837964
2024-06-29 17:11:31.857064,164,31.894341419084473
2024-06-29 18:11:31.857064,956,29.825140082481628
2024-06-29 19:11:31.857064,938,34.881999745110086
2024-06-29 20:11:31.857064,620,24.257817929129676
2024-06-29 21:11:31.857064,443,25.387265444993474
2024-06-29 22:11:31.857064,228,25.757707278016944
2024-06-29 23:11:31.857064,747,26.987192105303727
2024-06-30 00:11:31.857064,571,32.53997095671814
2024-06-30 01:11:31.857064,162,23.536881409388148
2024-06-30 02:11:31.857064,238,31.64000310553144
